user_id,status,data_horario_do_status
883184,pending_kyc,2022-02-08T16:52:39.143987
883184,pending_purchase,2022-02-08T16:48:34.977358
883836,approved,2022-02-15T19:43:37.391326
883836,manual_check,2022-02-08T01:16:22.513905
883836,pending_kyc,2022-02-08T00:03:34.293124
883836,pending_purchase,2022-01-25T13:31:29.511885
885751,approved,2022-02-08T23:02:15.213225
885751,pending_kyc,2022-02-08T22:57:37.428818
885751,pending_purchase,2022-02-08T22:54:57.268313
887004,approved,2022-02-08T20:42:19.110528
887004,pending_kyc,2022-02-08T20:37:09.670332
887004,pending_purchase,2022-01-26T19:30:56.312349
887367,approved,2022-02-08T19:07:11.572485
887367,manual_check,2022-02-08T16:47:19.756865
887367,pending_kyc,2022-02-08T16:37:43.377897
887367,pending_purchase,2022-01-14T12:45:13.788165
889311,approved,2022-02-08T18:02:44.629492
889311,pending_kyc,2022-02-08T16:49:39.810039
889311,pending_purchase,2022-01-14T18:47:40.123256
891586,approved,2022-02-08T17:22:26.72297
891586,pending_kyc,2022-02-08T17:11:40.154044
891586,pending_purchase,2022-01-15T13:09:28.318324
895362,approved,2022-02-08T23:22:18.139833
895362,pending_kyc,2022-02-08T22:11:17.915879
895362,pending_purchase,2022-01-17T01:03:05.276583
896082,approved,2022-02-08T13:42:13.39767
896082,pending_kyc,2022-02-08T13:30:24.867224
896082,pending_purchase,2022-01-17T12:49:11.649664
896969,approved,2022-02-08T03:36:45.410004
896969,pending_kyc,2022-02-08T02:24:06.785871
896969,pending_purchase,2022-02-08T02:12:03.206783
897067,approved,2022-02-08T20:18:38.157206
897067,pending_kyc,2022-02-08T20:13:03.929029
897067,pending_purchase,2022-01-17T15:47:22.383094
899168,approved,2022-02-08T19:42:28.261407
899168,pending_kyc,2022-02-08T19:37:08.252747
899168,pending_purchase,2022-02-08T19:31:36.485817
899428,approved,2022-02-08T23:20:55.673976
899428,pending_kyc,2022-02-08T23:12:12.829641
899428,pending_purchase,2022-01-17T22:41:04.444117
899761,approved,2022-02-08T14:26:26.616225
899761,pending_kyc,2022-02-08T14:13:16.153056
899761,pending_purchase,2022-02-08T14:01:55.652555
900747,approved,2022-02-08T11:25:24.81478
900747,pending_kyc,2022-02-08T11:19:35.514319
900747,pending_purchase,2022-02-04T16:28:38.208828
903819,approved,2022-02-08T15:42:27.318714
903819,pending_kyc,2022-02-08T15:29:41.073321
903819,pending_purchase,2022-01-18T20:47:46.20939
905400,approved,2022-02-08T21:06:26.077195
905400,pending_kyc,2022-02-08T20:57:08.351953
905400,pending_purchase,2022-01-19T04:03:41.69178
905502,approved,2022-02-08T04:16:31.754928
905502,pending_kyc,2022-02-08T03:04:36.231822
905502,pending_purchase,2022-02-08T01:58:55.066656
905984,approved,2022-02-08T16:54:34.802586
905984,pending_kyc,2022-02-08T16:41:19.133596
905984,pending_purchase,2022-02-08T16:19:38.230145
906205,approved,2022-02-08T19:19:48.214924
906205,pending_kyc,2022-02-08T18:11:20.179136
906205,pending_purchase,2022-01-19T13:33:14.53152
907288,approved,2022-02-08T12:04:21.479087
907288,pending_kyc,2022-02-08T11:54:15.084863
907288,pending_purchase,2022-01-19T16:31:28.849428
907488,approved,2022-02-08T16:02:59.159666
907488,pending_kyc,2022-02-08T14:48:38.192192
907488,pending_purchase,2022-02-08T14:25:07.820659
908318,approved,2022-02-08T12:28:26.36107
908318,pending_kyc,2022-02-08T12:23:35.069793
908318,pending_purchase,2022-02-08T12:18:50.42902
908341,approved,2022-01-19T19:59:07.349376
908341,approved,2022-02-08T12:15:10.469321
908341,inactive,2022-01-25T19:52:12.767505
908341,inactive,2022-02-02T18:52:31.071812
908341,manual_check,2022-02-02T15:36:22.450114
908341,pending_kyc,2022-01-19T19:26:44.779991
908341,pending_kyc,2022-02-02T14:34:42.039616
908341,pending_kyc,2022-02-08T11:00:02.414191
908341,pending_purchase,2022-01-19T19:21:41.859133
908341,pending_purchase,2022-02-03T13:18:21.392617
910597,approved,2022-02-08T10:48:16.76524
910597,pending_kyc,2022-02-08T10:41:17.576332
910597,pending_purchase,2022-01-20T10:05:51.10705
911189,approved,2022-02-08T23:38:18.425708
911189,pending_kyc,2022-02-08T23:33:24.94609
911189,pending_purchase,2022-01-20T13:05:07.42964
911273,approved,2022-02-08T23:22:19.824229
911273,pending_kyc,2022-02-08T22:11:22.106967
911273,pending_purchase,2022-01-20T13:18:38.733765
913140,approved,2022-02-08T18:36:26.397536
913140,pending_kyc,2022-02-08T18:29:23.626869
913140,pending_purchase,2022-02-08T18:22:37.361174
914331,approved,2022-02-08T20:42:40.792773
914331,pending_kyc,2022-02-08T19:38:01.53211
914331,pending_purchase,2022-01-20T21:05:46.828613
915184,approved,2022-02-08T16:02:44.595583
915184,pending_kyc,2022-02-08T15:47:01.097275
915184,pending_purchase,2022-01-21T00:08:32.423213
915396,approved,2022-02-08T19:42:22.051396
915396,pending_kyc,2022-02-08T18:38:24.360315
915396,pending_purchase,2022-01-21T20:08:23.028485
915740,approved,2022-02-08T03:16:23.311304
915740,pending_kyc,2022-02-08T02:05:20.566978
915740,pending_purchase,2022-01-22T00:24:19.700195
917828,approved,2022-02-08T19:02:14.682643
917828,pending_kyc,2022-02-08T18:56:20.352316
917828,pending_purchase,2022-01-21T16:39:32.243552
917996,approved,2022-02-09T15:31:05.067284
917996,manual_check,2022-02-08T19:07:30.17541
917996,pending_kyc,2022-02-08T19:05:11.93095
917996,pending_purchase,2022-02-08T19:01:12.079301
918223,approved,2022-02-08T16:30:36.996568
918223,pending_kyc,2022-02-08T16:21:39.869969
918223,pending_purchase,2022-02-08T16:17:26.707508
918292,approved,2022-02-08T19:18:16.820708
918292,pending_kyc,2022-02-08T19:10:38.924094
918292,pending_purchase,2022-01-21T17:52:28.266295
923108,approved,2022-02-08T19:06:25.727175
923108,pending_kyc,2022-02-08T18:58:21.291801
923108,pending_purchase,2022-02-08T18:52:21.747289
924707,approved,2022-02-08T18:06:48.462621
924707,pending_kyc,2022-02-08T17:55:03.643906
924707,pending_purchase,2022-01-23T19:18:47.053683
924802,approved,2022-02-08T15:08:54.072015
924802,pending_kyc,2022-02-08T14:53:30.983242
924802,pending_purchase,2022-01-23T19:53:50.636335
925520,approved,2022-02-08T16:30:28.08884
925520,pending_kyc,2022-02-08T16:19:00.107343
925520,pending_purchase,2022-01-24T01:38:32.634446
926359,approved,2022-02-08T18:59:48.525505
926359,pending_kyc,2022-02-08T17:52:15.514571
926359,pending_purchase,2022-02-08T13:35:58.967546
929433,approved,2022-02-08T03:36:21.740572
929433,pending_kyc,2022-02-08T02:31:32.441997
929433,pending_purchase,2022-02-07T10:36:24.014116
929521,approved,2022-02-08T20:06:41.701163
929521,pending_kyc,2022-02-08T18:40:18.568252
929521,pending_purchase,2022-01-24T22:09:00.689084
929694,approved,2022-02-08T10:16:41.092831
929694,pending_kyc,2022-02-08T09:05:57.661777
929694,pending_purchase,2022-01-24T23:04:43.799689
930988,approved,2022-02-08T19:42:23.19943
930988,pending_kyc,2022-02-08T18:32:06.352599
930988,pending_purchase,2022-01-25T12:05:50.120402
931358,approved,2022-02-08T19:18:26.812164
931358,pending_kyc,2022-02-08T19:13:41.160226
931358,pending_purchase,2022-01-25T13:35:43.00657
931566,approved,2022-02-08T15:02:23.245745
931566,pending_kyc,2022-02-08T13:36:32.61853
931566,pending_purchase,2022-02-08T13:13:09.435897
934954,approved,2022-02-08T03:56:35.42983
934954,pending_kyc,2022-02-08T02:46:08.541631
934954,pending_purchase,2022-01-26T01:00:44.881841
935316,approved,2022-02-08T16:19:47.802514
935316,pending_kyc,2022-02-08T14:57:40.958787
935316,pending_purchase,2022-02-08T14:55:22.610791
936470,approved,2022-02-08T15:19:48.103306
936470,pending_kyc,2022-02-08T14:01:39.504025
936470,pending_purchase,2022-01-26T14:46:56.763248
938347,approved,2022-02-08T16:58:14.368868
938347,pending_kyc,2022-02-08T16:43:28.038982
938347,pending_purchase,2022-02-08T16:29:45.92225
938594,approved,2022-02-08T18:19:47.300087
938594,pending_kyc,2022-02-08T17:02:28.616745
938594,pending_purchase,2022-01-26T21:04:43.273322
938764,approved,2022-02-08T23:06:29.346207
938764,pending_kyc,2022-02-08T23:01:09.401616
938764,pending_purchase,2022-01-29T23:41:30.935306
941103,approved,2022-02-08T20:22:34.926407
941103,pending_kyc,2022-02-08T20:15:21.957565
941103,pending_purchase,2022-01-27T15:15:28.02943
941268,approved,2022-02-08T16:02:59.347089
941268,pending_kyc,2022-02-08T14:36:15.441366
941268,pending_purchase,2022-02-08T14:33:47.375025
943595,approved,2022-02-08T18:22:56.074677
943595,pending_kyc,2022-02-08T18:14:45.68091
943595,pending_purchase,2022-01-28T00:24:52.66827
943934,approved,2022-02-08T00:13:57.230348
943934,pending_kyc,2022-02-08T00:07:53.457669
943934,pending_purchase,2022-01-28T02:09:42.522913
944771,approved,2022-02-08T15:59:22.523512
944771,pending_kyc,2022-02-08T15:45:09.00227
944771,pending_purchase,2022-01-28T13:34:12.741281
945942,approved,2022-02-08T04:16:27.006256
945942,pending_kyc,2022-02-08T03:04:40.994184
945942,pending_purchase,2022-02-08T02:54:35.231652
946886,approved,2022-02-08T23:00:30.603529
